jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2014,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2014,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2014,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2894,Titterten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2894,Titterten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,10
2013,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,68
2013,2765,Binningen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2013,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,24
2013,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2013,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,16
2013,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,9
2013,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2013,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,55
2013,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,6
2023,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,13
2023,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,75
2023,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2023,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,44
2023,2765,Binningen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2765,Binningen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,53
2023,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,7
2023,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,44
2023,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,24
2023,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,9
2023,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,8
2023,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,49
2023,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,11
2023,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,66
2023,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,32
2023,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2023,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2782,Brislach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2023,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2023,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2023,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2023,2787,Laufen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,20
2023,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2023,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2023,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2023,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,22
2023,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2023,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,16
2023,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,19
2023,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2023,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,84
2023,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,13
2023,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,50
2023,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2023,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,26
2023,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,12
2023,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,9
2023,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2023,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,30
2023,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2884,Diegten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2884,Diegten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2023,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2023,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2023,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2023,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,9
2023,2894,Titterten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2023,2894,Titterten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2023,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2023,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2022,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,15
2022,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,71
2022,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2022,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,44
2022,2765,Binningen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2765,Binningen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,68
2022,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,10
2022,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,31
2022,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,28
2022,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2022,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,13
2022,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,9
2022,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,53
2022,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2022,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,63
2022,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2022,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2022,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,34
2022,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2782,Brislach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2022,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2022,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2022,2787,Laufen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,20
2022,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2022,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2022,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,12
2022,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2022,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,27
2022,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2022,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,13
2022,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2022,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,22
2022,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,13
2022,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,81
2022,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2022,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,12
2022,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,60
2022,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2022,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2022,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2022,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2022,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,16
2022,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,11
2022,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2022,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2022,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2022,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2022,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
